Taxa	Fresh	Brackish	Marine	total
D_2__AlphaproteobacteriaD_3__SAR11 cladeD_4__Clade I	NA	0.941176470588235	0.0588235294117647	653
D_2__BacteroidiaD_3__FlavobacterialesD_4__Crocinitomicaceae	0.6	0.371428571428571	0.0285714285714286	163
D_2__ActinobacteriaD_3__FrankialesD_4__Sporichthyaceae	0.819444444444444	0.180555555555556	NA	272
D_2__ActinobacteriaD_3__MicrococcalesD_4__Microbacteriaceae	0.75	0.178571428571429	0.0714285714285714	354
D_2__AlphaproteobacteriaD_3__RhodobacteralesD_4__Rhodobacteraceae	0.0422535211267606	0.556338028169014	0.401408450704225	1675
D_2__GammaproteobacteriaD_3__BetaproteobacterialesD_4__Burkholderiaceae	0.52803738317757	0.462616822429907	0.00934579439252336	4388
D_2__GammaproteobacteriaD_3__OceanospirillalesD_4__Marinomonadaceae	NA	0.5	0.5	32
D_2__BacteroidiaD_3__ChitinophagalesD_4__Chitinophagaceae	0.627450980392157	0.372549019607843	NA	617
D_2__NitrososphaeriaD_3__NitrosopumilalesD_4__Nitrosopumilaceae	0.142857142857143	0.857142857142857	NA	246
D_2__AlphaproteobacteriaD_3__PuniceispirillalesD_4__SAR116 clade	NA	0.476190476190476	0.523809523809524	101
D_2__BacteroidiaD_3__FlavobacterialesD_4__Flavobacteriaceae	0.174193548387097	0.470967741935484	0.354838709677419	1839
D_2__BacteroidiaD_3__FlavobacterialesD_4__Cryomorphaceae	0.027027027027027	0.459459459459459	0.513513513513513	139
D_2__BacteroidiaD_3__CytophagalesD_4__Spirosomaceae	0.538461538461538	0.461538461538462	NA	148
D_2__BacteroidiaD_3__FlavobacterialesD_4__NS9 marine group	0.3125	0.4375	0.25	132
D_2__CampylobacteriaD_3__CampylobacteralesD_4__Arcobacteraceae	NA	0.875	0.125	172
D_2__GammaproteobacteriaD_3__OceanospirillalesD_4__Pseudohongiellaceae	0.142857142857143	0.571428571428571	0.285714285714286	104
D_2__BacteroidiaD_3__SphingobacterialesD_4__NS11-12 marine group	0.473684210526316	0.473684210526316	0.0526315789473684	88
D_2__VerrucomicrobiaeD_3__VerrucomicrobialesD_4__Verrucomicrobiaceae	0.818181818181818	0.181818181818182	NA	70
D_2__GammaproteobacteriaD_3__VibrionalesD_4__Vibrionaceae	NA	0.9	0.1	554
D_2__GammaproteobacteriaD_3__AlteromonadalesD_4__Shewanellaceae	NA	1	NA	98
D_2__GammaproteobacteriaD_3__OceanospirillalesD_4__Litoricolaceae	NA	0.142857142857143	0.857142857142857	21
D_2__GammaproteobacteriaD_3__SAR86 cladeD_4__uncultured bacterium	0.48	0.4	0.12	1898
D_2__GammaproteobacteriaD_3__CellvibrionalesD_4__Halieaceae	0.05	0.35	0.6	203
D_2__AlphaproteobacteriaD_3__RhodospirillalesD_4__Magnetospiraceae	NA	1	NA	45
D_2__GammaproteobacteriaD_3__SAR86 cladeD_4__marine metagenome	0.333333333333333	0.666666666666667	NA	25
D_2__GammaproteobacteriaD_3__OceanospirillalesD_4__Nitrincolaceae	NA	0.4	0.6	90
D_2__GammaproteobacteriaD_3__BetaproteobacterialesD_4__Methylophilaceae	0.466666666666667	0.3	0.233333333333333	441
D_2__OxyphotobacteriaD_3__SynechococcalesD_4__Cyanobiaceae	0.323529411764706	0.0588235294117647	0.617647058823529	336
D_2__AcidobacteriiaD_3__SolibacteralesD_4__Solibacteraceae (Subgroup 3)	1	NA	NA	172
D_2__GammaproteobacteriaD_3__AlteromonadalesD_4__Alteromonadaceae	NA	NA	1	309
D_2__AlphaproteobacteriaD_3__SphingomonadalesD_4__Sphingomonadaceae	0.625	0.25	0.125	1156
D_2__AcidimicrobiiaD_3__ActinomarinalesD_4__Actinomarinaceae	NA	0.666666666666667	0.333333333333333	50
D_2__GammaproteobacteriaD_3__ChromatialesD_4__Chromatiaceae	NA	NA	NA	19
D_2__ClostridiaD_3__ClostridialesD_4__Family XII	NA	NA	1	85
D_2__VerrucomicrobiaeD_3__OpitutalesD_4__Puniceicoccaceae	0.333333333333333	0.666666666666667	NA	76
D_2__AlphaproteobacteriaD_3__SAR11 cladeD_4__Clade III	0.909090909090909	0.0909090909090909	NA	39
D_2__OmnitrophiaD_3__OmnitrophalesD_4__Omnitrophaceae	1	NA	NA	18
D_2__BacteroidiaD_3__SphingobacterialesD_4__env.OPS 17	0.95	0.05	NA	117
D_2__GammaproteobacteriaD_3__NitrosococcalesD_4__Methylophagaceae	NA	1	NA	24
D_2__BacteroidiaD_3__ChitinophagalesD_4__Saprospiraceae	0.4	0.2	0.4	240
D_2__MollicutesD_3__AcholeplasmatalesD_4__Acholeplasmataceae	NA	NA	1	18
D_2__AlphaproteobacteriaD_3__RhodospirillalesD_4__AEGEAN-169 marine group	NA	1	NA	29
D_2__GammaproteobacteriaD_3__CellvibrionalesD_4__Cellvibrionaceae	0.166666666666667	0.666666666666667	0.166666666666667	80
D_2__GammaproteobacteriaD_3__CellvibrionalesD_4__Porticoccaceae	NA	0.538461538461538	0.461538461538462	104
D_2__BacteroidiaD_3__BacteroidalesD_4__Prolixibacteraceae	1	NA	NA	142
D_2__DeltaproteobacteriaD_3__DesulfobacteralesD_4__Desulfobacteraceae	NA	NA	NA	129
D_2__GammaproteobacteriaD_3__ArenicellalesD_4__Arenicellaceae	NA	0.5	0.5	36
D_2__RhodothermiaD_3__BalneolalesD_4__Balneolaceae	NA	1	NA	9
D_2__GammaproteobacteriaD_3__AlteromonadalesD_4__Psychromonadaceae	NA	1	NA	28
D_2__GammaproteobacteriaD_3__BetaproteobacterialesD_4__Nitrosomonadaceae	0.2	0.6	0.2	275
D_2__BacteroidiaD_3__BacteroidalesD_4__Marinifilaceae	NA	NA	1	31
D_2__VerrucomicrobiaeD_3__ChthoniobacteralesD_4__Chthoniobacteraceae	0.75	0.25	NA	134
D_2__FusobacteriiaD_3__FusobacterialesD_4__Fusobacteriaceae	1	NA	NA	45
D_2__GammaproteobacteriaD_3__BetaproteobacterialesD_4__Rhodocyclaceae	0.8	0.2	NA	430
D_2__PlanctomycetaciaD_3__IsosphaeralesD_4__Isosphaeraceae	1	NA	NA	27
D_2__ArmatimonadiaD_3__ArmatimonadalesD_4__Armatimonadaceae	1	NA	NA	8
D_2__GammaproteobacteriaD_3__AlteromonadalesD_4__Pseudoalteromonadaceae	NA	0.8	0.2	303
